Empresa;Número do Documento;Ano Fiscal;Data do Documento;Tipo de Documento;Número do Item;Material;Vendedor;Quantidade; Valor em Moeda Local ; Valor em Moeda Estrangeira 
1000;184034;2023;24/07/2023;VF;3;PR017;VD026;2; R$ 65,18 ; R$ 65,18 
1000;184035;2023;24/07/2023;VF;1;PR008;VD027;6; R$ 593,34 ; R$ 593,34 
1000;184036;2023;24/07/2023;VF;1;PR041;VD018;3; R$ 176,23 ; R$ 176,23 
1000;184036;2023;24/07/2023;VF;2;PR012;VD013;8; R$ 402,94 ; R$ 402,94 
1000;184037;2023;24/07/2023;VF;1;PR039;VD027;2; R$ 312,44 ; R$ 312,44 
1000;184037;2023;24/07/2023;VF;2;PR054;VD036;4; R$ 205,59 ; R$ 205,59 
1000;184038;2023;24/07/2023;VF;1;PR057;VD021;6; R$ 539,40 ; R$ 539,40 
1000;184038;2023;24/07/2023;VF;2;PR013;VD010;14; R$ 558,60 ; R$ 558,60 
1000;184039;2023;23/07/2023;VF;1;PR033;VD038;4; R$ 1.050,00 ; R$ 1.050,00 
1000;184040;2023;23/07/2023;VF;1;PR009;VD012;2; R$ 187,66 ; R$ 187,66 
1000;184041;2023;23/07/2023;VF;1;PR016;VD010;4; R$ 106,71 ; R$ 106,71 
2000;184041;2023;22/07/2023;VF;2;PR023;VD018;10; R$ 2.623,95 ; R$ 2.623,95 
1000;184042;2023;22/07/2023;VF;1;PR031;VD035;10; R$ 2.646,00 ; R$ 2.646,00 
1000;184043;2023;21/07/2023;VF;1;PR024;VD031;4; R$ 1.060,39 ; R$ 1.060,39 
1000;184044;2023;21/07/2023;VF;1;PR014;VD023;4; R$ 172,37 ; R$ 172,37 
2000;184045;2023;21/07/2023;VF;1;PR055;VD018;4; R$ 366,79 ; R$ 366,79 
1000;184046;2023;21/07/2023;VF;1;PR007;VD010;10; R$ 910,54 ; R$ 910,54 
1000;184047;2023;21/07/2023;VF;1;PR043;VD035;2; R$ 150,80 ; R$ 150,80 
1000;184047;2023;21/07/2023;VF;2;PR005;VD049;8; R$ 2.287,12 ; R$ 2.287,12 
1000;184048;2023;21/07/2023;VF;1;PR006;VD011;2; R$ 87,78 ; R$ 87,78 
1000;184049;2023;21/07/2023;VF;1;PR053;VD012;2; R$ 99,80 ; R$ 99,80 
1000;184049;2023;21/07/2023;VF;2;PR042;VD018;10; R$ 587,43 ; R$ 587,43 
1000;184050;2023;21/07/2023;VF;1;PR060;VD047;16; R$ 2.937,60 ; R$ 2.937,60 
1000;184051;2023;21/07/2023;VF;1;PR054;VD019;3; R$ 157,19 ; R$ 157,19 
1000;184051;2023;21/07/2023;VF;2;PR026;VD036;7; R$ 2.694,23 ; R$ 2.694,23 
2000;184051;2023;21/07/2023;VF;3;PR002;VD046;5; R$ 356,49 ; R$ 356,49 
2000;184052;2023;20/07/2023;VF;1;PR001;VD021;3; R$ 213,52 ; R$ 213,52 
1000;184053;2023;20/07/2023;VF;1;PR044;VD030;3; R$ 232,73 ; R$ 232,73 
1000;184054;2023;20/07/2023;VF;1;PR028;VD021;2; R$ 529,79 ; R$ 529,79 
1000;184055;2023;20/07/2023;VF;1;PR045;VD024;18; R$ 1.435,50 ; R$ 1.435,50 
1000;184055;2023;20/07/2023;VF;2;PR052;VD038;8; R$ 415,17 ; R$ 415,17 
2000;184056;2023;20/07/2023;VF;1;PR024;VD026;4; R$ 1.122,77 ; R$ 1.122,77 
1000;184056;2023;20/07/2023;VF;2;PR013;VD028;20; R$ 821,94 ; R$ 821,94 
1000;184057;2023;19/07/2023;VF;1;PR053;VD049;6; R$ 302,39 ; R$ 302,39 
1000;184057;2023;19/07/2023;VF;2;PR029;VD029;8; R$ 2.182,80 ; R$ 2.182,80 
1000;184058;2023;19/07/2023;VF;1;PR001;VD014;6; R$ 423,08 ; R$ 423,08 
2000;184059;2023;19/07/2023;VF;1;PR059;VD025;12; R$ 2.289,60 ; R$ 2.289,60 
1000;184060;2023;19/07/2023;VF;1;PR039;VD036;8; R$ 1.203,04 ; R$ 1.203,04 
2000;184060;2023;18/07/2023;VF;2;PR026;VD026;9; R$ 3.212,08 ; R$ 3.212,08 
2000;184061;2023;18/07/2023;VF;1;PR057;VD032;8; R$ 726,39 ; R$ 726,39 
1000;184062;2023;17/07/2023;VF;1;PR003;VD037;20; R$ 1.418,00 ; R$ 1.418,00 
1000;184062;2023;17/07/2023;VF;2;PR050;VD032;2; R$ 71,06 ; R$ 71,06 
1000;184063;2023;17/07/2023;VF;1;PR027;VD022;6; R$ 727,20 ; R$ 727,20 
2000;184064;2023;16/07/2023;VF;1;PR018;VD018;8; R$ 271,10 ; R$ 271,10 
1000;184064;2023;16/07/2023;VF;2;PR038;VD024;3; R$ 437,27 ; R$ 437,27 
1000;184065;2023;16/07/2023;VF;1;PR046;VD012;12; R$ 3.617,95 ; R$ 3.617,95 
1000;184066;2023;16/07/2023;VF;1;PR008;VD023;4; R$ 391,96 ; R$ 391,96 
2000;184067;2023;16/07/2023;VF;1;PR022;VD018;18; R$ 5.778,00 ; R$ 5.778,00 
1000;184068;2023;16/07/2023;VF;1;PR038;VD020;18; R$ 2.726,53 ; R$ 2.726,53 
1000;184068;2023;16/07/2023;VF;2;PR045;VD039;6; R$ 465,45 ; R$ 465,45 
1000;184069;2023;16/07/2023;VF;1;PR005;VD048;9; R$ 2.456,06 ; R$ 2.456,06 
1000;184070;2023;15/07/2023;VF;1;PR009;VD048;5; R$ 469,15 ; R$ 469,15 
1000;184071;2023;15/07/2023;VF;1;PR025;VD016;1; R$ 311,90 ; R$ 311,90 
1000;184072;2023;15/07/2023;VF;1;PR037;VD045;7; R$ 1.078,00 ; R$ 1.078,00 
1000;184073;2023;15/07/2023;VF;1;PR035;VD040;6; R$ 559,37 ; R$ 559,37 
1000;184074;2023;15/07/2023;VF;1;PR047;VD035;6; R$ 1.913,34 ; R$ 1.913,34 
1000;184075;2023;15/07/2023;VF;1;PR021;VD046;1; R$ 318,05 ; R$ 318,05 
1000;184076;2023;15/07/2023;VF;1;PR019;VD019;12; R$ 652,69 ; R$ 652,69 
1000;184077;2023;15/07/2023;VF;1;PR053;VD041;8; R$ 411,18 ; R$ 411,18 
1000;184078;2023;15/07/2023;VF;1;PR051;VD023;7; R$ 244,12 ; R$ 244,12 
1000;184079;2023;15/07/2023;VF;1;PR047;VD021;2; R$ 597,19 ; R$ 597,19 
1000;184080;2023;15/07/2023;VF;1;PR048;VD045;4; R$ 1.275,56 ; R$ 1.275,56 
1000;184081;2023;15/07/2023;VF;1;PR014;VD049;6; R$ 246,58 ; R$ 246,58 
1000;184082;2023;14/07/2023;VF;1;PR050;VD019;2; R$ 68,43 ; R$ 68,43 
2000;184083;2023;14/07/2023;VF;1;PR008;VD038;8; R$ 733,58 ; R$ 733,58 
1000;184084;2023;14/07/2023;VF;1;PR018;VD022;20; R$ 677,74 ; R$ 677,74 
1000;184085;2023;14/07/2023;VF;1;PR043;VD025;4; R$ 307,40 ; R$ 307,40 
1000;184086;2023;14/07/2023;VF;1;PR010;VD026;5; R$ 244,71 ; R$ 244,71 
1000;184087;2023;14/07/2023;VF;1;PR032;VD015;20; R$ 5.300,00 ; R$ 5.300,00 
1000;184088;2023;14/07/2023;VF;1;PR003;VD049;3; R$ 223,34 ; R$ 223,34 
1000;184089;2023;14/07/2023;VF;1;PR019;VD022;14; R$ 705,59 ; R$ 705,59 
1000;184090;2023;14/07/2023;VF;1;PR048;VD026;8; R$ 2.342,39 ; R$ 2.342,39 
1000;184091;2023;14/07/2023;VF;1;PR032;VD013;10; R$ 2.575,00 ; R$ 2.575,00 
1000;184092;2023;14/07/2023;VF;1;PR058;VD041;10; R$ 1.926,00 ; R$ 1.926,00 
1000;184093;2023;14/07/2023;VF;1;PR019;VD027;8; R$ 411,18 ; R$ 411,18 
1000;184093;2023;14/07/2023;VF;2;PR004;VD020;10; R$ 1.479,00 ; R$ 1.479,00 
1000;184094;2023;13/07/2023;VF;1;PR043;VD030;4; R$ 310,30 ; R$ 310,30 
1000;184095;2023;13/07/2023;VF;1;PR031;VD020;10; R$ 2.548,00 ; R$ 2.548,00 
2000;184095;2023;13/07/2023;VF;2;PR026;VD023;2; R$ 741,79 ; R$ 741,79 
1000;184096;2023;12/07/2023;VF;1;PR041;VD032;18; R$ 1.067,26 ; R$ 1.067,26 
1000;184096;2023;12/07/2023;VF;2;PR047;VD026;6; R$ 1.843,76 ; R$ 1.843,76 
1000;184097;2023;12/07/2023;VF;1;PR029;VD023;2; R$ 545,70 ; R$ 545,70 
1000;184098;2023;12/07/2023;VF;1;PR018;VD040;18; R$ 639,58 ; R$ 639,58 
1000;184099;2023;11/07/2023;VF;1;PR025;VD038;8; R$ 2.399,20 ; R$ 2.399,20 
1000;184100;2023;11/07/2023;VF;1;PR012;VD035;9; R$ 479,71 ; R$ 479,71 
1000;184101;2023;11/07/2023;VF;1;PR059;VD019;3; R$ 561,60 ; R$ 561,60 
1000;184102;2023;11/07/2023;VF;1;PR021;VD014;1; R$ 330,16 ; R$ 330,16 
2000;184102;2023;11/07/2023;VF;2;PR045;VD043;10; R$ 732,25 ; R$ 732,25 
2000;184103;2023;10/07/2023;VF;1;PR045;VD044;5; R$ 373,38 ; R$ 373,38 
1000;184104;2023;10/07/2023;VF;1;PR048;VD018;7; R$ 2.211,94 ; R$ 2.211,94 
1000;184105;2023;10/07/2023;VF;1;PR052;VD043;5; R$ 259,48 ; R$ 259,48 
1000;184106;2023;10/07/2023;VF;1;PR038;VD042;20; R$ 3.143,80 ; R$ 3.143,80 
1000;184107;2023;10/07/2023;VF;1;PR032;VD046;5; R$ 1.375,00 ; R$ 1.375,00 
1000;184107;2023;10/07/2023;VF;2;PR046;VD018;5; R$ 1.449,50 ; R$ 1.449,50 
1000;184108;2023;10/07/2023;VF;1;PR056;VD029;1; R$ 96,19 ; R$ 96,19 
1000;184109;2023;10/07/2023;VF;1;PR018;VD042;8; R$ 289,52 ; R$ 289,52 
1000;184110;2023;10/07/2023;VF;1;PR020;VD024;18; R$ 5.452,18 ; R$ 5.452,18 
1000;184111;2023;10/07/2023;VF;1;PR011;VD013;2; R$ 96,61 ; R$ 96,61 
1000;184112;2023;09/07/2023;VF;1;PR025;VD047;2; R$ 635,79 ; R$ 635,79 
1000;184113;2023;09/07/2023;VF;1;PR044;VD020;9; R$ 652,50 ; R$ 652,50 
1000;184114;2023;08/07/2023;VF;1;PR054;VD011;2; R$ 100,80 ; R$ 100,80 
1000;184115;2023;08/07/2023;VF;1;PR004;VD039;14; R$ 2.212,70 ; R$ 2.212,70 
1000;184115;2023;07/07/2023;VF;2;PR032;VD017;12; R$ 3.030,00 ; R$ 3.030,00 
1000;184116;2023;07/07/2023;VF;1;PR060;VD040;18; R$ 3.434,40 ; R$ 3.434,40 
1000;184116;2023;07/07/2023;VF;2;PR041;VD018;1; R$ 59,29 ; R$ 59,29 
1000;184116;2023;07/07/2023;VF;3;PR029;VD029;6; R$ 1.575,90 ; R$ 1.575,90 
1000;184117;2023;07/07/2023;VF;1;PR039;VD034;16; R$ 2.336,00 ; R$ 2.336,00 
1000;184118;2023;06/07/2023;VF;1;PR048;VD026;6; R$ 1.774,19 ; R$ 1.774,19 
1000;184118;2023;06/07/2023;VF;2;PR015;VD012;2; R$ 85,85 ; R$ 85,85 
1000;184119;2023;06/07/2023;VF;1;PR051;VD036;10; R$ 348,74 ; R$ 348,74 
2000;184119;2023;06/07/2023;VF;2;PR060;VD021;12; R$ 2.246,40 ; R$ 2.246,40 
2000;184120;2023;05/07/2023;VF;1;PR053;VD047;6; R$ 317,36 ; R$ 317,36 
1000;184120;2023;05/07/2023;VF;2;PR051;VD016;8; R$ 263,20 ; R$ 263,20 
1000;184120;2023;05/07/2023;VF;3;PR035;VD016;12; R$ 1.107,77 ; R$ 1.107,77 
2000;184120;2023;04/07/2023;VF;4;PR046;VD031;14; R$ 4.099,19 ; R$ 4.099,19 
2000;184120;2023;04/07/2023;VF;5;PR057;VD047;12; R$ 1.121,95 ; R$ 1.121,95 
1000;184121;2023;03/07/2023;VF;1;PR050;VD031;20; R$ 697,48 ; R$ 697,48 
1000;184121;2023;03/07/2023;VF;2;PR012;VD020;14; R$ 711,98 ; R$ 711,98 
1000;184121;2023;03/07/2023;VF;3;PR011;VD038;10; R$ 492,45 ; R$ 492,45 
1000;184122;2023;02/07/2023;VF;1;PR024;VD041;2; R$ 550,99 ; R$ 550,99 
1000;184123;2023;02/07/2023;VF;1;PR049;VD017;20; R$ 671,16 ; R$ 671,16 
1000;184124;2023;01/07/2023;VF;1;PR050;VD011;2; R$ 71,06 ; R$ 71,06 
2000;184124;2023;01/07/2023;VF;2;PR008;VD046;2; R$ 186,99 ; R$ 186,99 
2000;184124;2023;01/07/2023;VF;3;PR024;VD039;2; R$ 561,38 ; R$ 561,38 
1000;184125;2023;30/06/2023;VF;1;PR016;VD028;5; R$ 132,09 ; R$ 132,09 
1000;184125;2023;30/06/2023;VF;2;PR025;VD047;20; R$ 6.297,90 ; R$ 6.297,90 
2000;184126;2023;30/06/2023;VF;1;PR055;VD047;8; R$ 783,93 ; R$ 783,93 
1000;184126;2023;30/06/2023;VF;2;PR047;VD025;7; R$ 2.110,47 ; R$ 2.110,47 
1000;184127;2023;30/06/2023;VF;1;PR001;VD012;12; R$ 846,16 ; R$ 846,16 
1000;184128;2023;30/06/2023;VF;1;PR017;VD032;18; R$ 559,73 ; R$ 559,73 
1000;184129;2023;30/06/2023;VF;1;PR031;VD039;2; R$ 529,20 ; R$ 529,20 
1000;184130;2023;30/06/2023;VF;1;PR059;VD024;14; R$ 2.570,40 ; R$ 2.570,40 
1000;184131;2023;30/06/2023;VF;1;PR008;VD046;8; R$ 776,74 ; R$ 776,74 
1000;184131;2023;30/06/2023;VF;2;PR044;VD037;8; R$ 585,80 ; R$ 585,80 
1000;184131;2023;29/06/2023;VF;3;PR034;VD020;2; R$ 183,40 ; R$ 183,40 
1000;184131;2023;29/06/2023;VF;4;PR020;VD014;8; R$ 2.639,12 ; R$ 2.639,12 
1000;184132;2023;28/06/2023;VF;1;PR056;VD013;16; R$ 1.438,40 ; R$ 1.438,40 
1000;184132;2023;28/06/2023;VF;2;PR057;VD018;14; R$ 1.346,70 ; R$ 1.346,70 
1000;184132;2023;28/06/2023;VF;3;PR038;VD031;14; R$ 2.180,65 ; R$ 2.180,65 
1000;184133;2023;28/06/2023;VF;1;PR033;VD041;2; R$ 535,39 ; R$ 535,39 
1000;184134;2023;27/06/2023;VF;1;PR008;VD019;10; R$ 934,96 ; R$ 934,96 
2000;184135;2023;27/06/2023;VF;1;PR051;VD037;4; R$ 135,55 ; R$ 135,55 
2000;184136;2023;26/06/2023;VF;1;PR038;VD022;7; R$ 1.100,33 ; R$ 1.100,33 
1000;184137;2023;26/06/2023;VF;1;PR009;VD013;2; R$ 195,09 ; R$ 195,09 
1000;184137;2023;25/06/2023;VF;2;PR017;VD022;8; R$ 263,12 ; R$ 263,12 
1000;184138;2023;25/06/2023;VF;1;PR036;VD048;14; R$ 1.374,45 ; R$ 1.374,45 
1000;184138;2023;25/06/2023;VF;2;PR008;VD014;8; R$ 783,93 ; R$ 783,93 
1000;184138;2023;24/06/2023;VF;3;PR047;VD019;5; R$ 1.550,97 ; R$ 1.550,97 
2000;184139;2023;24/06/2023;VF;1;PR046;VD021;3; R$ 930,58 ; R$ 930,58 
1000;184140;2023;23/06/2023;VF;1;PR050;VD018;4; R$ 144,76 ; R$ 144,76 
1000;184141;2023;23/06/2023;VF;1;PR038;VD034;1; R$ 148,62 ; R$ 148,62 
1000;184142;2023;23/06/2023;VF;1;PR046;VD018;3; R$ 947,97 ; R$ 947,97 
1000;184142;2023;23/06/2023;VF;2;PR004;VD026;2; R$ 301,60 ; R$ 301,60 
1000;184143;2023;23/06/2023;VF;1;PR030;VD012;9; R$ 2.339,10 ; R$ 2.339,10 
1000;184143;2023;23/06/2023;VF;2;PR019;VD027;1; R$ 49,90 ; R$ 49,90 
1000;184144;2023;23/06/2023;VF;1;PR019;VD019;20; R$ 1.027,94 ; R$ 1.027,94 
1000;184145;2023;23/06/2023;VF;1;PR020;VD038;7; R$ 2.225,26 ; R$ 2.225,26 
1000;184146;2023;23/06/2023;VF;1;PR041;VD023;16; R$ 887,18 ; R$ 887,18 
2000;184147;2023;23/06/2023;VF;1;PR004;VD039;8; R$ 1.160,00 ; R$ 1.160,00 
1000;184147;2023;23/06/2023;VF;2;PR028;VD038;6; R$ 1.544,38 ; R$ 1.544,38 
1000;184148;2023;22/06/2023;VF;1;PR023;VD012;10; R$ 2.673,93 ; R$ 2.673,93 
1000;184149;2023;22/06/2023;VF;1;PR033;VD015;7; R$ 1.910,27 ; R$ 1.910,27 
1000;184150;2023;22/06/2023;VF;1;PR014;VD028;10; R$ 430,92 ; R$ 430,92 
2000;184151;2023;21/06/2023;VF;1;PR003;VD043;12; R$ 893,34 ; R$ 893,34 
1000;184151;2023;21/06/2023;VF;2;PR037;VD047;16; R$ 2.307,20 ; R$ 2.307,20 
1000;184152;2023;21/06/2023;VF;1;PR010;VD048;20; R$ 915,96 ; R$ 915,96 
1000;184153;2023;21/06/2023;VF;1;PR023;VD034;4; R$ 1.059,58 ; R$ 1.059,58 
1000;184154;2023;21/06/2023;VF;1;PR038;VD024;1; R$ 142,90 ; R$ 142,90 
1000;184155;2023;20/06/2023;VF;1;PR021;VD018;4; R$ 1.211,60 ; R$ 1.211,60 
1000;184156;2023;20/06/2023;VF;1;PR022;VD045;20; R$ 6.000,00 ; R$ 6.000,00 
1000;184156;2023;19/06/2023;VF;2;PR002;VD023;3; R$ 220,19 ; R$ 220,19 
1000;184157;2023;19/06/2023;VF;1;PR035;VD010;6; R$ 559,37 ; R$ 559,37 
2000;184158;2023;19/06/2023;VF;1;PR045;VD031;2; R$ 146,45 ; R$ 146,45 
1000;184158;2023;18/06/2023;VF;2;PR011;VD040;4; R$ 202,61 ; R$ 202,61 
2000;184159;2023;18/06/2023;VF;1;PR028;VD010;10; R$ 2.673,93 ; R$ 2.673,93 
1000;184160;2023;17/06/2023;VF;1;PR007;VD017;14; R$ 1.274,76 ; R$ 1.274,76 
2000;184160;2023;17/06/2023;VF;2;PR052;VD029;6; R$ 326,35 ; R$ 326,35 
1000;184160;2023;16/06/2023;VF;3;PR046;VD022;4; R$ 1.263,96 ; R$ 1.263,96 
1000;184160;2023;16/06/2023;VF;4;PR008;VD038;8; R$ 769,54 ; R$ 769,54 
1000;184161;2023;16/06/2023;VF;1;PR039;VD038;1; R$ 146,00 ; R$ 146,00 
2000;184162;2023;15/06/2023;VF;1;PR038;VD012;4; R$ 577,32 ; R$ 577,32 
1000;184163;2023;15/06/2023;VF;1;PR030;VD035;2; R$ 571,78 ; R$ 571,78 
1000;184164;2023;15/06/2023;VF;1;PR015;VD013;20; R$ 901,00 ; R$ 901,00 
1000;184165;2023;14/06/2023;VF;1;PR025;VD021;12; R$ 3.850,72 ; R$ 3.850,72 
1000;184166;2023;14/06/2023;VF;1;PR016;VD023;14; R$ 398,86 ; R$ 398,86 
1000;184167;2023;14/06/2023;VF;1;PR048;VD038;2; R$ 620,39 ; R$ 620,39 
1000;184168;2023;13/06/2023;VF;1;PR051;VD010;10; R$ 342,16 ; R$ 342,16 
1000;184169;2023;13/06/2023;VF;1;PR060;VD025;7; R$ 1.335,60 ; R$ 1.335,60 
2000;184170;2023;12/06/2023;VF;1;PR056;VD035;4; R$ 370,39 ; R$ 370,39 
1000;184170;2023;12/06/2023;VF;2;PR033;VD036;1; R$ 262,50 ; R$ 262,50 
1000;184171;2023;12/06/2023;VF;1;PR040;VD036;8; R$ 576,80 ; R$ 576,80 
1000;184172;2023;12/06/2023;VF;1;PR045;VD020;6; R$ 435,00 ; R$ 435,00 
2000;184173;2023;12/06/2023;VF;1;PR017;VD022;10; R$ 325,91 ; R$ 325,91 
2000;184174;2023;12/06/2023;VF;1;PR033;VD036;10; R$ 2.780,93 ; R$ 2.780,93 
1000;184175;2023;12/06/2023;VF;1;PR017;VD025;1; R$ 30,20 ; R$ 30,20 
1000;184176;2023;12/06/2023;VF;1;PR055;VD037;3; R$ 296,67 ; R$ 296,67 
1000;184177;2023;12/06/2023;VF;1;PR019;VD027;4; R$ 217,56 ; R$ 217,56 
1000;184178;2023;11/06/2023;VF;1;PR014;VD018;18; R$ 775,66 ; R$ 775,66 
1000;184179;2023;11/06/2023;VF;1;PR045;VD036;14; R$ 1.025,15 ; R$ 1.025,15 
1000;184180;2023;11/06/2023;VF;1;PR036;VD034;8; R$ 770,44 ; R$ 770,44 
1000;184181;2023;10/06/2023;VF;1;PR007;VD013;3; R$ 278,32 ; R$ 278,32 
1000;184182;2023;10/06/2023;VF;1;PR051;VD028;7; R$ 230,30 ; R$ 230,30 
1000;184183;2023;10/06/2023;VF;1;PR020;VD013;20; R$ 6.597,80 ; R$ 6.597,80 
1000;184184;2023;10/06/2023;VF;1;PR021;VD033;6; R$ 1.999,14 ; R$ 1.999,14 
1000;184184;2023;09/06/2023;VF;2;PR034;VD017;8; R$ 726,39 ; R$ 726,39 
2000;184185;2023;09/06/2023;VF;1;PR032;VD016;12; R$ 3.150,00 ; R$ 3.150,00 
2000;184186;2023;09/06/2023;VF;1;PR032;VD014;5; R$ 1.325,00 ; R$ 1.325,00 
1000;184187;2023;08/06/2023;VF;1;PR053;VD029;8; R$ 431,14 ; R$ 431,14 
2000;184188;2023;08/06/2023;VF;1;PR014;VD029;20; R$ 805,98 ; R$ 805,98 
1000;184188;2023;08/06/2023;VF;2;PR005;VD047;2; R$ 566,58 ; R$ 566,58 
1000;184189;2023;08/06/2023;VF;1;PR008;VD032;18; R$ 1.715,29 ; R$ 1.715,29 
1000;184190;2023;07/06/2023;VF;1;PR048;VD044;18; R$ 5.740,02 ; R$ 5.740,02 
1000;184190;2023;07/06/2023;VF;2;PR011;VD030;8; R$ 390,21 ; R$ 390,21 
2000;184191;2023;07/06/2023;VF;1;PR057;VD025;14; R$ 1.346,70 ; R$ 1.346,70 
1000;184192;2023;06/06/2023;VF;1;PR029;VD033;3; R$ 787,95 ; R$ 787,95 
1000;184193;2023;06/06/2023;VF;1;PR053;VD031;7; R$ 349,30 ; R$ 349,30 
2000;184194;2023;06/06/2023;VF;1;PR018;VD027;10; R$ 335,58 ; R$ 335,58 
1000;184195;2023;06/06/2023;VF;1;PR048;VD046;12; R$ 3.757,10 ; R$ 3.757,10 
1000;184196;2023;06/06/2023;VF;1;PR031;VD011;10; R$ 2.474,50 ; R$ 2.474,50 
1000;184197;2023;05/06/2023;VF;1;PR042;VD020;3; R$ 169,64 ; R$ 169,64 
1000;184198;2023;05/06/2023;VF;1;PR053;VD027;12; R$ 604,79 ; R$ 604,79 
1000;184199;2023;04/06/2023;VF;1;PR032;VD047;18; R$ 4.860,00 ; R$ 4.860,00 
2000;184199;2023;04/06/2023;VF;2;PR015;VD038;12; R$ 535,50 ; R$ 535,50 
2000;184199;2023;04/06/2023;VF;3;PR059;VD047;14; R$ 2.671,20 ; R$ 2.671,20 
1000;184199;2023;04/06/2023;VF;4;PR004;VD022;6; R$ 887,40 ; R$ 887,40 
2000;184199;2023;04/06/2023;VF;5;PR028;VD026;5; R$ 1.361,96 ; R$ 1.361,96 
1000;184200;2023;04/06/2023;VF;1;PR037;VD019;12; R$ 1.747,20 ; R$ 1.747,20 
2000;184200;2023;04/06/2023;VF;2;PR031;VD036;6; R$ 1.499,40 ; R$ 1.499,40 
1000;184201;2023;04/06/2023;VF;1;PR038;VD033;10; R$ 1.443,29 ; R$ 1.443,29 
1000;184202;2023;04/06/2023;VF;1;PR009;VD035;16; R$ 1.545,86 ; R$ 1.545,86 
2000;184203;2023;04/06/2023;VF;1;PR041;VD019;3; R$ 171,29 ; R$ 171,29 
1000;184204;2023;04/06/2023;VF;1;PR026;VD027;12; R$ 4.618,68 ; R$ 4.618,68 
1000;184205;2023;04/06/2023;VF;1;PR026;VD030;2; R$ 713,80 ; R$ 713,80 
1000;184206;2023;03/06/2023;VF;1;PR012;VD027;18; R$ 933,01 ; R$ 933,01 
1000;184207;2023;03/06/2023;VF;1;PR010;VD025;14; R$ 672,60 ; R$ 672,60 
1000;184208;2023;03/06/2023;VF;1;PR060;VD033;10; R$ 1.962,00 ; R$ 1.962,00 
1000;184209;2023;03/06/2023;VF;1;PR016;VD011;2; R$ 51,80 ; R$ 51,80 
1000;184210;2023;03/06/2023;VF;1;PR044;VD044;8; R$ 580,00 ; R$ 580,00 
1000;184211;2023;02/06/2023;VF;1;PR001;VD027;2; R$ 133,12 ; R$ 133,12 
1000;184212;2023;02/06/2023;VF;1;PR013;VD044;5; R$ 215,46 ; R$ 215,46 
1000;184213;2023;02/06/2023;VF;1;PR017;VD020;2; R$ 61,59 ; R$ 61,59 
1000;184214;2023;02/06/2023;VF;1;PR036;VD010;10; R$ 935,00 ; R$ 935,00 
1000;184215;2023;02/06/2023;VF;1;PR009;VD048;16; R$ 1.560,72 ; R$ 1.560,72 
1000;184215;2023;02/06/2023;VF;2;PR009;VD043;2; R$ 198,81 ; R$ 198,81 
1000;184216;2023;01/06/2023;VF;1;PR001;VD044;1; R$ 66,56 ; R$ 66,56 
1000;184217;2023;01/06/2023;VF;1;PR056;VD020;10; R$ 916,98 ; R$ 916,98 
1000;184217;2023;01/06/2023;VF;2;PR008;VD023;2; R$ 194,18 ; R$ 194,18 
1000;184218;2023;01/06/2023;VF;1;PR051;VD011;10; R$ 338,87 ; R$ 338,87 
1000;184219;2023;01/06/2023;VF;1;PR037;VD019;4; R$ 616,00 ; R$ 616,00 
1000;184220;2023;31/05/2023;VF;1;PR055;VD038;20; R$ 1.923,86 ; R$ 1.923,86 
1000;184221;2023;31/05/2023;VF;1;PR005;VD049;5; R$ 1.364,48 ; R$ 1.364,48 
1000;184222;2023;30/05/2023;VF;1;PR025;VD018;8; R$ 2.519,16 ; R$ 2.519,16 
1000;184223;2023;30/05/2023;VF;1;PR034;VD015;2; R$ 192,39 ; R$ 192,39 
1000;184224;2023;30/05/2023;VF;1;PR048;VD034;20; R$ 5.855,98 ; R$ 5.855,98 
1000;184225;2023;29/05/2023;VF;1;PR024;VD046;2; R$ 530,20 ; R$ 530,20 
1000;184226;2023;29/05/2023;VF;1;PR028;VD014;4; R$ 1.069,57 ; R$ 1.069,57 
1000;184227;2023;28/05/2023;VF;1;PR018;VD041;3; R$ 102,65 ; R$ 102,65 
1000;184228;2023;28/05/2023;VF;1;PR001;VD027;18; R$ 1.221,79 ; R$ 1.221,79 
1000;184229;2023;28/05/2023;VF;1;PR021;VD048;2; R$ 617,92 ; R$ 617,92 
1000;184229;2023;28/05/2023;VF;2;PR012;VD012;3; R$ 152,57 ; R$ 152,57 
1000;184230;2023;27/05/2023;VF;1;PR035;VD023;1; R$ 99,63 ; R$ 99,63 
2000;184230;2023;27/05/2023;VF;2;PR006;VD030;16; R$ 689,47 ; R$ 689,47 
1000;184231;2023;26/05/2023;VF;1;PR053;VD011;8; R$ 415,17 ; R$ 415,17 
1000;184232;2023;26/05/2023;VF;1;PR009;VD028;8; R$ 765,50 ; R$ 765,50 
1000;184233;2023;25/05/2023;VF;1;PR004;VD043;8; R$ 1.194,80 ; R$ 1.194,80 
1000;184234;2023;25/05/2023;VF;1;PR024;VD027;4; R$ 1.070,79 ; R$ 1.070,79 
2000;184235;2023;25/05/2023;VF;1;PR035;VD046;2; R$ 190,11 ; R$ 190,11 
2000;184235;2023;24/05/2023;VF;2;PR031;VD029;16; R$ 3.998,40 ; R$ 3.998,40 
1000;184236;2023;24/05/2023;VF;1;PR052;VD043;10; R$ 528,94 ; R$ 528,94 
1000;184237;2023;24/05/2023;VF;1;PR044;VD023;1; R$ 77,58 ; R$ 77,58 
